Date,ATM 1,ATM 2,ATM 3,ATM (mean)
2018-06-20 00:00:00,58600000,28800000,45900000,44433333.33
2018-06-21 00:00:00,65000000,2300000,91800000,53033333.33
2018-06-22 00:00:00,65600000,0,220900000,95500000
2018-06-23 00:00:00,130100000,23600000,74200000,75966666.67
2018-06-24 00:00:00,134800000,16600000,55500000,68966666.67
2018-06-25 00:00:00,118200000,31500000,64900000,71533333.33
2018-06-26 00:00:00,103400000,41900000,68300000,71200000
2018-06-27 00:00:00,94200000,63800000,60500000,72833333.33
2018-06-28 00:00:00,80600000,15500000,102300000,66133333.33
2018-06-29 00:00:00,42400000,0,206400000,82933333.33
2018-06-30 00:00:00,113700000,33300000,73400000,73466666.67
2018-07-01 00:00:00,106800000,36200000,62500000,68500000
2018-07-02 00:00:00,112900000,67200000,59300000,79800000
2018-07-03 00:00:00,117800000,37900000,71500000,75733333.33
2018-07-04 00:00:00,108000000,38500000,71900000,72800000
2018-07-05 00:00:00,75000000,900000,123200000,66366666.67
2018-07-06 00:00:00,40300000,0,192600000,77633333.33
2018-07-07 00:00:00,120200000,32700000,68000000,73633333.33
2018-07-08 00:00:00,112800000,28100000,53800000,64900000
2018-07-09 00:00:00,42200000,31651851.85,156600000,76817283.95
2018-07-10 00:00:00,124900000,18800000,69400000,71033333.33
2018-07-11 00:00:00,120400000,34000000,61400000,71933333.33
2018-07-12 00:00:00,77800000,4200000,106200000,62733333.33
2018-07-13 00:00:00,40800000,0,160200000,67000000
2018-07-14 00:00:00,104800000,25800000,101100000,77233333.33
2018-07-15 00:00:00,128600000,11000000,60100000,66566666.67
2018-07-16 00:00:00,111600000,18900000,65100000,65200000
2018-07-17 00:00:00,110000000,24400000,59400000,64600000
2018-07-18 00:00:00,129200000,23600000,63400000,72066666.67
2018-07-19 00:00:00,88900000,1700000,112800000,67800000
2018-07-20 00:00:00,47000000,2000000,188900000,79300000
2018-07-21 00:00:00,105900000,10200000,93600000,69900000
2018-07-22 00:00:00,136800000,28400000,81200000,82133333.33
2018-07-23 00:00:00,126200000,14200000,73600000,71333333.33
2018-07-24 00:00:00,127100000,7200000,85200000,73166666.67
2018-07-25 00:00:00,113000000,6400000,70200000,63200000
2018-07-26 00:00:00,67600000,400000,135800000,67933333.33
2018-07-27 00:00:00,49200000,0,235700000,94966666.67
2018-07-28 00:00:00,146300000,16300000,78100000,80233333.33
2018-07-29 00:00:00,133200000,17700000,54000000,68300000
2018-07-30 00:00:00,128900000,34100000,76300000,79766666.67
2018-07-31 00:00:00,123600000,50300000,68800000,80900000
2018-08-01 00:00:00,122200000,32500000,94200000,82966666.67
2018-08-02 00:00:00,85400000,800000,128200000,71466666.67
2018-08-03 00:00:00,45900000,1300000,159900000,69033333.33
2018-08-04 00:00:00,116600000,26800000,86800000,76733333.33
2018-08-05 00:00:00,115800000,13000000,65400000,64733333.33
2018-08-06 00:00:00,115200000,14300000,56500000,62000000
2018-08-07 00:00:00,105200000,1600000,65600000,57466666.67
2018-08-08 00:00:00,116900000,11000000,64900000,64266666.67
2018-08-09 00:00:00,49300000,16103571.43,128200000,64534523.81
2018-08-10 00:00:00,103687096.8,100000,165200000,89662365.59
2018-08-11 00:00:00,92100000,29400000,77400000,66300000
2018-08-12 00:00:00,94500000,27900000,75800000,66066666.67
2018-08-13 00:00:00,73600000,28500000,63800000,55300000
2018-08-14 00:00:00,66000000,11300000,72700000,50000000
2018-08-15 00:00:00,107400000,7700000,75500000,63533333.33
2018-08-16 00:00:00,76700000,3100000,117400000,65733333.33
2018-08-17 00:00:00,45100000,600000,187000000,77566666.67
2018-08-18 00:00:00,123000000,22400000,79900000,75100000
2018-08-19 00:00:00,12100000,2400000,84400000,32966666.67
2018-08-20 00:00:00,139700000,21700000,73800000,78400000
2018-08-21 00:00:00,118000000,19300000,93700000,77000000
2018-08-22 00:00:00,69200000,300000,157600000,75700000
2018-08-23 00:00:00,72100000,3500000,134000000,69866666.67
2018-08-24 00:00:00,46800000,2000000,170500000,73100000
2018-08-25 00:00:00,113100000,43100000,55400000,70533333.33
2018-08-26 00:00:00,117000000,27400000,75900000,73433333.33
2018-08-27 00:00:00,116600000,35900000,89700000,80733333.33
2018-08-28 00:00:00,109100000,41600000,68800000,73166666.67
2018-08-29 00:00:00,124000000,55600000,84200000,87933333.33
2018-08-30 00:00:00,42000000,600000,156200000,66266666.67
2018-08-31 00:00:00,52900000,800000,163700000,72466666.67
2018-09-01 00:00:00,117900000,29600000,76800000,74766666.67
2018-09-02 00:00:00,102200000,16800000,83400000,67466666.67
2018-09-03 00:00:00,117000000,26900000,69200000,71033333.33
2018-09-04 00:00:00,106000000,8100000,97600000,70566666.67
2018-09-05 00:00:00,34900000,14200000,60100000,36400000
2018-09-06 00:00:00,64300000,800000,99200000,54766666.67
2018-09-07 00:00:00,59900000,0,1700000,20533333.33
2018-09-08 00:00:00,127000000,23300000,40600000,63633333.33
2018-09-09 00:00:00,53500000,9400000,59400000,40766666.67
2018-09-10 00:00:00,81200000,11600000,67800000,53533333.33
2018-09-11 00:00:00,94400000,5100000,75400000,58300000
2018-09-12 00:00:00,78200000,7900000,77600000,54566666.67
2018-09-13 00:00:00,73100000,4100000,79900000,52366666.67
2018-09-14 00:00:00,45000000,0,91261290.32,45420430.11
2018-09-15 00:00:00,105600000,31800000,42800000,60066666.67
2018-09-16 00:00:00,102300000,14300000,60600000,59066666.67
2018-09-17 00:00:00,110900000,32000000,63800000,68900000
2018-09-18 00:00:00,105900000,33000000,51600000,63500000
2018-09-19 00:00:00,28600000,18037931.03,57100000,34579310.34
2018-09-20 00:00:00,15600000,18596428.57,60000000,31398809.52
2018-09-21 00:00:00,1100000,0,138600000,46566666.67
2018-09-22 00:00:00,80238709.68,31000000,38600000,49946236.56
2018-09-23 00:00:00,71800000,42000000,62200000,58666666.67
2018-09-24 00:00:00,87800000,32200000,67800000,62600000
2018-09-25 00:00:00,20800000,30400000,58900000,36700000
2018-09-26 00:00:00,109900000,14400000,66200000,63500000
2018-09-27 00:00:00,78900000,3600000,111400000,64633333.33
2018-09-28 00:00:00,3600000,0,210400000,71333333.33
2018-09-29 00:00:00,70400000,10800000,15600000,32266666.67
2018-09-30 00:00:00,112200000,13700000,57000000,60966666.67
2018-10-01 00:00:00,98000000,9900000,61300000,56400000
2018-10-02 00:00:00,110800000,18000000,53900000,60900000
2018-10-03 00:00:00,112600000,8400000,55500000,58833333.33
2018-10-04 00:00:00,70100000,17476000,113600000,67058666.67
2018-10-05 00:00:00,45000000,0,115800000,53600000
2018-10-06 00:00:00,122200000,18900000,65700000,68933333.33
2018-10-07 00:00:00,95500000,25900000,39100000,53500000
2018-10-08 00:00:00,123900000,23600000,40500000,62666666.67
2018-10-09 00:00:00,69000000,24500000,52500000,48666666.67
2018-10-10 00:00:00,92200000,18500000,44900000,51866666.67
2018-10-11 00:00:00,80700000,800000,84900000,55466666.67
2018-10-12 00:00:00,49500000,800000,133600000,61300000
2018-10-13 00:00:00,119300000,47300000,39100000,68566666.67
2018-10-14 00:00:00,113300000,27000000,43400000,61233333.33
2018-10-15 00:00:00,106800000,25900000,33100000,55266666.67
2018-10-16 00:00:00,104200000,26700000,27400000,52766666.67
2018-10-17 00:00:00,107100000,27900000,44100000,59700000
2018-10-18 00:00:00,80900000,10000000,95500000,62133333.33
2018-10-19 00:00:00,40800000,100000,178100000,73000000
2018-10-20 00:00:00,96300000,28200000,49000000,57833333.33
2018-10-21 00:00:00,104400000,34000000,78200000,72200000
2018-10-22 00:00:00,112700000,39800000,59500000,70666666.67
2018-10-23 00:00:00,127200000,30100000,52900000,70066666.67
2018-10-24 00:00:00,121800000,51900000,81300000,85000000
2018-10-25 00:00:00,83600000,3400000,98800000,61933333.33
2018-10-26 00:00:00,47300000,0,156400000,67900000
2018-10-27 00:00:00,106700000,35400000,31000000,57700000
2018-10-28 00:00:00,88500000,66100000,41900000,65500000
2018-10-29 00:00:00,107500000,56000000,33300000,65600000
2018-10-30 00:00:00,41600000,24414285.71,114200000,60071428.57
2018-10-31 00:00:00,89800000,25400000,42500000,52566666.67
2018-11-01 00:00:00,73100000,3600000,82800000,53166666.67
2018-11-02 00:00:00,36900000,0,133700000,56866666.67
2018-11-03 00:00:00,129300000,47600000,18600000,65166666.67
2018-11-04 00:00:00,1500000,32300000,25400000,19733333.33
2018-11-05 00:00:00,72100000,44900000,30800000,49266666.67
2018-11-06 00:00:00,110500000,27300000,15500000,51100000
2018-11-07 00:00:00,38600000,2200000,100100000,46966666.67
2018-11-08 00:00:00,40700000,1600000,66548387.1,36282795.7
2018-11-09 00:00:00,35800000,300000,12900000,16333333.33
2018-11-10 00:00:00,47700000,20600000,33800000,34033333.33
2018-11-11 00:00:00,71700000,46300000,44600000,54200000
2018-11-12 00:00:00,106400000,23000000,16400000,48600000
2018-11-13 00:00:00,106600000,42600000,34700000,61300000
2018-11-14 00:00:00,104500000,78400000,26000000,69633333.33
2018-11-15 00:00:00,74000000,4300000,61100000,46466666.67
2018-11-16 00:00:00,32300000,700000,104700000,45900000
2018-11-17 00:00:00,103500000,29600000,29300000,54133333.33
2018-11-18 00:00:00,122200000,34800000,54000000,70333333.33
2018-11-19 00:00:00,100600000,67000000,49300000,72300000
2018-11-20 00:00:00,98600000,37000000,41600000,59066666.67
2018-11-21 00:00:00,125600000,74700000,40400000,80233333.33
2018-11-22 00:00:00,107000000,7600000,91300000,68633333.33
2018-11-23 00:00:00,62100000,2500000,87500000,50700000
2018-11-24 00:00:00,122500000,85000000,50700000,86066666.67
2018-11-25 00:00:00,45000000,3000000,84900000,44300000
2018-11-26 00:00:00,109700000,49700000,54900000,71433333.33
2018-11-27 00:00:00,116700000,36200000,36200000,63033333.33
2018-11-28 00:00:00,102800000,82900000,40600000,75433333.33
2018-11-29 00:00:00,87000000,8400000,105100000,66833333.33
2018-11-30 00:00:00,49000000,0,125400000,58133333.33
2018-12-01 00:00:00,81600000,17000000,28400000,42333333.33
2018-12-02 00:00:00,58200000,27700000,31700000,39200000
2018-12-03 00:00:00,69000000,13800000,38000000,40266666.67
2018-12-04 00:00:00,122100000,22600000,29900000,58200000
2018-12-05 00:00:00,113100000,43400000,34100000,63533333.33
2018-12-06 00:00:00,83100000,6200000,84400000,57900000
2018-12-07 00:00:00,62100000,0,94700000,52266666.67
2018-12-08 00:00:00,111300000,29968965.52,21000000,54089655.17
2018-12-09 00:00:00,67700000,30960714.29,33600000,44086904.76
2018-12-10 00:00:00,83900000,32048148.15,43600000,53182716.05
2018-12-11 00:00:00,68000000,33269230.77,35800000,45689743.59
2018-12-12 00:00:00,104600000,33776000,27500000,55292000
2018-12-13 00:00:00,92800000,33254166.67,52300000,59451388.89
2018-12-14 00:00:00,37600000,0,98300000,45300000
2018-12-15 00:00:00,104600000,33295454.55,25400000,54431818.18
2018-12-16 00:00:00,47400000,31147619.05,31000000,36515873.02
2018-12-17 00:00:00,88200000,32490000,28000000,49563333.33
2018-12-18 00:00:00,121400000,34163157.89,25500000,60354385.96
2018-12-19 00:00:00,105700000,2400000,43300000,50466666.67
2018-12-20 00:00:00,86700000,24600000,53800000,55033333.33
2018-12-21 00:00:00,40300000,3800000,90400000,44833333.33
2018-12-22 00:00:00,118800000,77100000,30600000,75500000
2018-12-23 00:00:00,131900000,34800000,26800000,64500000
2018-12-24 00:00:00,86932258.06,63200000,28500000,59544086.02
2018-12-25 00:00:00,107700000,42600000,41500000,63933333.33
2018-12-26 00:00:00,115300000,45900000,45700000,68966666.67
2018-12-27 00:00:00,76200000,3700000,63800000,47900000
2018-12-28 00:00:00,28900000,600000,111900000,47133333.33
2018-12-29 00:00:00,94800000,41400000,37100000,57766666.67
2018-12-30 00:00:00,110800000,67500000,34200000,70833333.33
2018-12-31 00:00:00,87400000,83700000,32600000,67900000
2019-01-01 00:00:00,93900000,70900000,25100000,63300000
2019-01-02 00:00:00,103400000,87500000,30800000,73900000
2019-01-03 00:00:00,75900000,3700000,29200000,36266666.67
2019-01-04 00:00:00,42300000,2300000,106100000,50233333.33
2019-01-05 00:00:00,78000000,33800000,30500000,47433333.33
2019-01-06 00:00:00,109300000,31800000,19200000,53433333.33
2019-01-07 00:00:00,100900000,37400000,37900000,58733333.33
2019-01-08 00:00:00,112800000,52200000,36500000,67166666.67
2019-01-09 00:00:00,86100000,34000000,41600000,53900000
2019-01-10 00:00:00,74300000,5100000,69900000,49766666.67
2019-01-11 00:00:00,35300000,300000,112600000,49400000
2019-01-12 00:00:00,110100000,43600000,27000000,60233333.33
2019-01-13 00:00:00,100300000,31200000,26800000,52766666.67
2019-01-14 00:00:00,107700000,36500000,24900000,56366666.67
2019-01-15 00:00:00,78100000,37700000,30100000,48633333.33
2019-01-16 00:00:00,106100000,43300000,26000000,58466666.67
2019-01-17 00:00:00,85400000,9500000,39900000,44933333.33
2019-01-18 00:00:00,50200000,0,90700000,46966666.67
2019-01-19 00:00:00,77500000,58300000,28500000,54766666.67
2019-01-20 00:00:00,98100000,47000000,28200000,57766666.67
2019-01-21 00:00:00,136400000,72200000,20100000,76233333.33
2019-01-22 00:00:00,126300000,39400000,22200000,62633333.33
2019-01-23 00:00:00,138200000,85000000,28800000,84000000
2019-01-24 00:00:00,72700000,10600000,34400000,39233333.33
2019-01-25 00:00:00,54400000,1000000,109700000,55033333.33
2019-01-26 00:00:00,118200000,80400000,23700000,74100000
2019-01-27 00:00:00,69500000,53100000,25700000,49433333.33
2019-01-28 00:00:00,55300000,86900000,32300000,58166666.67
2019-01-29 00:00:00,104900000,47200000,37600000,63233333.33
2019-01-30 00:00:00,121100000,72200000,42300000,78533333.33
2019-01-31 00:00:00,75600000,6100000,11200000,30966666.67
2019-02-01 00:00:00,42400000,0,40306451.61,27568817.2
2019-02-02 00:00:00,96700000,17500000,21400000,45200000
2019-02-03 00:00:00,80800000,34300000,28100000,47733333.33
2019-02-04 00:00:00,109500000,49600000,29600000,62900000
2019-02-05 00:00:00,125100000,57600000,17900000,66866666.67
2019-02-06 00:00:00,113900000,99700000,31900000,81833333.33
2019-02-07 00:00:00,88000000,12100000,41800000,47300000
2019-02-08 00:00:00,48100000,600000,124500000,57733333.33
2019-02-09 00:00:00,21000000,400000,107200000,42866666.67
2019-02-10 00:00:00,86700000,38000000,103100000,75933333.33
2019-02-11 00:00:00,35800000,1300000,64700000,33933333.33
2019-02-12 00:00:00,136700000,41200000,36400000,71433333.33
2019-02-13 00:00:00,96100000,70100000,27800000,64666666.67
2019-02-14 00:00:00,81400000,300000,68100000,49933333.33
2019-02-15 00:00:00,59200000,1100000,133200000,64500000
2019-02-16 00:00:00,128600000,52500000,24700000,68600000
2019-02-17 00:00:00,108800000,103600000,24800000,79066666.67
2019-02-18 00:00:00,111300000,92600000,28400000,77433333.33
2019-02-19 00:00:00,130000000,55700000,25900000,70533333.33
2019-02-20 00:00:00,128000000,17800000,24200000,56666666.67
2019-02-21 00:00:00,90900000,4800000,42800000,46166666.67
2019-02-22 00:00:00,61600000,400000,87700000,49900000
2019-02-23 00:00:00,143700000,87000000,26200000,85633333.33
2019-02-24 00:00:00,155300000,86700000,17900000,86633333.33
2019-02-25 00:00:00,141500000,92700000,53700000,95966666.67
2019-02-26 00:00:00,154800000,118200000,29000000,100666666.7
2019-02-27 00:00:00,89200000,54100000,25000000,56100000
2019-02-28 00:00:00,94900000,3400000,59100000,52466666.67
2019-03-01 00:00:00,53000000,500000,85300000,46266666.67
2019-03-02 00:00:00,132500000,19100000,26700000,59433333.33
2019-03-03 00:00:00,149800000,75100000,32600000,85833333.33
2019-03-04 00:00:00,88500000,49200000,54900000,64200000
2019-03-05 00:00:00,89300000,76500000,34800000,66866666.67
2019-03-06 00:00:00,110900000,72700000,22600000,68733333.33
2019-03-07 00:00:00,83300000,25000000,28900000,45733333.33
2019-03-08 00:00:00,47600000,7400000,70900000,41966666.67
2019-03-09 00:00:00,112000000,115000000,38300000,88433333.33
2019-03-10 00:00:00,127900000,86700000,34300000,82966666.67
2019-03-11 00:00:00,125200000,400000,29500000,51700000
2019-03-12 00:00:00,168100000,139000000,39800000,115633333.3
2019-03-13 00:00:00,135800000,251500000,33000000,140100000
2019-03-14 00:00:00,126900000,24800000,64200000,71966666.67
2019-03-15 00:00:00,55100000,2000000,53500000,36866666.67
2019-03-16 00:00:00,147000000,111600000,39600000,99400000
2019-03-17 00:00:00,192400000,133800000,21800000,116000000
2019-03-18 00:00:00,185200000,117500000,51000000,117900000
2019-03-19 00:00:00,153900000,80600000,49000000,94500000
2019-03-20 00:00:00,52900000,12600000,39700000,35066666.67
2019-03-21 00:00:00,32100000,64980645.16,104600000,67226881.72
2019-03-22 00:00:00,44200000,0,134500000,59566666.67
2019-03-23 00:00:00,37000000,2000000,109600000,49533333.33
2019-03-24 00:00:00,40300000,300000,115700000,52100000
2019-03-25 00:00:00,26600000,11300000,61300000,33066666.67
2019-03-26 00:00:00,37200000,9900000,15400000,20833333.33
2019-03-27 00:00:00,33000000,7200000,47700000,29300000
2019-03-28 00:00:00,58800000,100000,66400000,41766666.67
2019-03-29 00:00:00,47300000,0,64400000,37233333.33
2019-03-30 00:00:00,45100000,17300000,55800000,39400000
2019-03-31 00:00:00,30000000,1200000,53200000,28133333.33
2019-04-01 00:00:00,7900000,51796428.57,4800000,21498809.52
2019-04-02 00:00:00,22800000,53696296.3,67200000,47898765.43
2019-04-03 00:00:00,10100000,300000,68500000,26300000
2019-04-04 00:00:00,13300000,52150000,59600000,41683333.33
2019-04-05 00:00:00,24900000,0,102000000,42300000
2019-04-06 00:00:00,1500000,16600000,35400000,17833333.33
2019-04-07 00:00:00,58600000,2100000,22300000,27666666.67
2019-04-08 00:00:00,98400000,26700000,40300000,55133333.33
2019-04-09 00:00:00,92100000,3400000,40700000,45400000
2019-04-10 00:00:00,91100000,21800000,26300000,46400000
2019-04-11 00:00:00,51800000,3100000,91100000,48666666.67
2019-04-12 00:00:00,53300000,700000,74400000,42800000
2019-04-13 00:00:00,99700000,33100000,48000000,60266666.67
2019-04-14 00:00:00,75200000,59500000,50000000,61566666.67
2019-04-15 00:00:00,99500000,59100000,40600000,66400000
2019-04-16 00:00:00,87400000,48300000,49300000,61666666.67
2019-04-17 00:00:00,117000000,59200000,43200000,73133333.33
2019-04-18 00:00:00,76100000,9600000,76800000,54166666.67
2019-04-19 00:00:00,59300000,0,118100000,59133333.33
2019-04-20 00:00:00,91400000,64300000,57800000,71166666.67
2019-04-21 00:00:00,56400000,19873913.04,130900000,69057971.01
2019-04-22 00:00:00,126400000,37800000,31800000,65333333.33
2019-04-23 00:00:00,126100000,26700000,35300000,62700000
2019-04-24 00:00:00,116400000,17100000,30700000,54733333.33
2019-04-25 00:00:00,116600000,6400000,50600000,57866666.67
2019-04-26 00:00:00,73600000,0,89700000,54433333.33
2019-04-27 00:00:00,127600000,21300000,32000000,60300000
2019-04-28 00:00:00,106800000,19300000,46800000,57633333.33
2019-04-29 00:00:00,103900000,20600000,57000000,60500000
2019-04-30 00:00:00,90400000,24400000,54300000,56366666.67
2019-05-01 00:00:00,117000000,2700000,61900000,60533333.33
2019-05-02 00:00:00,106400000,100000,74500000,60333333.33
2019-05-03 00:00:00,85700000,0,147000000,77566666.67
2019-05-04 00:00:00,123400000,32100000,57800000,71100000
2019-05-05 00:00:00,114300000,31000000,68100000,71133333.33
2019-05-06 00:00:00,95600000,35600000,46600000,59266666.67
2019-05-07 00:00:00,83500000,26100000,23800000,44466666.67
2019-05-08 00:00:00,86400000,30200000,67200000,61266666.67
2019-05-09 00:00:00,60200000,3100000,75600000,46300000
2019-05-10 00:00:00,39700000,1300000,84700000,41900000
2019-05-11 00:00:00,104900000,21200000,41100000,55733333.33
2019-05-12 00:00:00,90600000,24400000,52600000,55866666.67
2019-05-13 00:00:00,102100000,23900000,47300000,57766666.67
2019-05-14 00:00:00,106500000,38600000,47300000,64133333.33
2019-05-15 00:00:00,98500000,64400000,59400000,74100000
2019-05-16 00:00:00,60500000,300000,79000000,46600000
2019-05-17 00:00:00,2300000,900000,134000000,45733333.33
2019-05-18 00:00:00,42200000,40200000,40200000,40866666.67
2019-05-19 00:00:00,100200000,46200000,66100000,70833333.33
2019-05-20 00:00:00,120200000,50200000,42500000,70966666.67
2019-05-21 00:00:00,104600000,56700000,54500000,71933333.33
2019-05-22 00:00:00,111800000,29900000,56200000,65966666.67
2019-05-23 00:00:00,71700000,2300000,52700000,42233333.33
2019-05-24 00:00:00,1600000,0,101300000,34300000
2019-05-25 00:00:00,100100000,43900000,66100000,70033333.33
2019-05-26 00:00:00,98100000,33600000,74200000,68633333.33
2019-05-27 00:00:00,25000000,800000,75600000,33800000
2019-05-28 00:00:00,111300000,37800000,72700000,73933333.33
2019-05-29 00:00:00,95900000,36300000,50300000,60833333.33
2019-05-30 00:00:00,65500000,1600000,87900000,51666666.67
2019-05-31 00:00:00,25600000,0,119000000,48200000
2019-06-01 00:00:00,100700000,56400000,48300000,68466666.67
2019-06-02 00:00:00,105600000,31600000,15300000,50833333.33
2019-06-03 00:00:00,80600000,60400000,49000000,63333333.33
2019-06-04 00:00:00,39500000,2800000,122300000,54866666.67
2019-06-05 00:00:00,61900000,400000,181700000,81333333.33
2019-06-06 00:00:00,33300000,27624137.93,119700000,60208045.98
2019-06-07 00:00:00,37400000,0,150800000,62733333.33
2019-06-08 00:00:00,99300000,27385185.19,41200000,55961728.4
2019-06-09 00:00:00,98500000,16300000,43300000,52700000
2019-06-10 00:00:00,108400000,33200000,63800000,68466666.67
2019-06-11 00:00:00,90400000,31000000,63700000,61700000
2019-06-12 00:00:00,114600000,48300000,67300000,76733333.33
2019-06-13 00:00:00,76200000,3500000,92800000,57500000
2019-06-14 00:00:00,39700000,1300000,159900000,66966666.67
2019-06-15 00:00:00,91500000,42700000,56100000,63433333.33
2019-06-16 00:00:00,105500000,31500000,89800000,75600000
2019-06-17 00:00:00,115100000,20000000,75300000,70133333.33
2019-06-18 00:00:00,115200000,61400000,92200000,89600000
2019-06-19 00:00:00,109300000,49800000,82100000,80400000
2019-06-20 00:00:00,79800000,3200000,8800000,30600000
2019-06-21 00:00:00,67500000,1300000,139000000,69266666.67
2019-06-22 00:00:00,142500000,47800000,101200000,97166666.67
2019-06-23 00:00:00,116600000,45100000,69100000,76933333.33
2019-06-24 00:00:00,132000000,40400000,84200000,85533333.33
2019-06-25 00:00:00,96100000,34300000,72800000,67733333.33
2019-06-26 00:00:00,74700000,61400000,61900000,66000000
2019-06-27 00:00:00,87700000,4800000,111100000,67866666.67
2019-06-28 00:00:00,42800000,1200000,202200000,82066666.67
2019-06-29 00:00:00,42800000,28444444.44,178500000,83248148.15
2019-06-30 00:00:00,134000000,40800000,63600000,79466666.67
2019-07-01 00:00:00,114400000,36300000,58700000,69800000
2019-07-02 00:00:00,116200000,33000000,78500000,75900000
2019-07-03 00:00:00,105000000,22600000,66400000,64666666.67
2019-07-04 00:00:00,79500000,28696296.3,99300000,69165432.1
2019-07-05 00:00:00,44300000,0,156300000,66866666.67
2019-07-06 00:00:00,112200000,22400000,71100000,68566666.67
2019-07-07 00:00:00,109200000,26900000,69000000,68366666.67
2019-07-08 00:00:00,111000000,20100000,74100000,68400000
2019-07-09 00:00:00,117700000,28600000,70800000,72366666.67
2019-07-10 00:00:00,123600000,43500000,71200000,79433333.33
2019-07-11 00:00:00,80100000,3600000,108800000,64166666.67
2019-07-12 00:00:00,69300000,0,67300000,45533333.33
2019-07-13 00:00:00,73100000,37700000,20600000,43800000
2019-07-14 00:00:00,96800000,35400000,9300000,47166666.67
2019-07-15 00:00:00,120000000,38700000,66400000,75033333.33
2019-07-16 00:00:00,110700000,23800000,21100000,51866666.67
2019-07-17 00:00:00,130400000,39600000,48800000,72933333.33
2019-07-18 00:00:00,96000000,7700000,121800000,75166666.67
2019-07-19 00:00:00,61400000,0,171600000,77666666.67
2019-07-20 00:00:00,132100000,33400000,69100000,78200000
2019-07-21 00:00:00,118900000,33000000,70200000,74033333.33
2019-07-22 00:00:00,119700000,23900000,89100000,77566666.67
2019-07-23 00:00:00,115800000,24500000,72800000,71033333.33
2019-07-24 00:00:00,141400000,45500000,95600000,94166666.67
2019-07-25 00:00:00,78400000,2200000,107200000,62600000
2019-07-26 00:00:00,71700000,2000000,182000000,85233333.33
2019-07-27 00:00:00,122500000,34100000,93700000,83433333.33
2019-07-28 00:00:00,124200000,43000000,84200000,83800000
2019-07-29 00:00:00,132700000,31400000,63800000,75966666.67
2019-07-30 00:00:00,132900000,28200000,93300000,84800000
2019-07-31 00:00:00,121000000,27700000,76300000,75000000
2019-08-01 00:00:00,88900000,3000000,118500000,70133333.33
2019-08-02 00:00:00,65700000,0,178300000,81333333.33
2019-08-03 00:00:00,133800000,35200000,65000000,78000000
2019-08-04 00:00:00,112900000,28900000,85200000,75666666.67
2019-08-05 00:00:00,125800000,30000000,115200000,90333333.33
2019-08-06 00:00:00,134300000,42200000,74600000,83700000
2019-08-07 00:00:00,113300000,41100000,67400000,73933333.33
2019-08-08 00:00:00,73900000,3100000,128200000,68400000
2019-08-09 00:00:00,49900000,0,178200000,76033333.33
2019-08-10 00:00:00,113700000,42400000,88900000,81666666.67
2019-08-11 00:00:00,97300000,23400000,74700000,65133333.33
2019-08-12 00:00:00,23600000,1000000,195800000,73466666.67
2019-08-13 00:00:00,99400000,18500000,74400000,64100000
2019-08-14 00:00:00,101700000,17200000,94700000,71200000
2019-08-15 00:00:00,63400000,300000,115100000,59600000
2019-08-16 00:00:00,44700000,100000,184800000,76533333.33
2019-08-17 00:00:00,93000000,28100000,54100000,58400000
2019-08-18 00:00:00,122700000,35500000,87000000,81733333.33
2019-08-19 00:00:00,93100000,24246428.57,86600000,67982142.86
2019-08-20 00:00:00,40400000,24246428.57,171100000,78582142.86
2019-08-21 00:00:00,105900000,23500000,93900000,74433333.33
2019-08-22 00:00:00,69600000,3400000,121900000,64966666.67
2019-08-23 00:00:00,50300000,0,169400000,73233333.33
2019-08-24 00:00:00,122600000,35900000,77700000,78733333.33
2019-08-25 00:00:00,137300000,38700000,84000000,86666666.67
2019-08-26 00:00:00,118900000,24700000,73600000,72400000
2019-08-27 00:00:00,133800000,21900000,102700000,86133333.33
2019-08-28 00:00:00,104000000,21900000,89400000,71766666.67
2019-08-29 00:00:00,97100000,3400000,147800000,82766666.67
2019-08-30 00:00:00,54700000,0,211300000,88666666.67
2019-08-31 00:00:00,98800000,43800000,98100000,80233333.33
2019-09-01 00:00:00,109300000,26700000,70500000,68833333.33
2019-09-02 00:00:00,102200000,31600000,83900000,72566666.67
2019-09-03 00:00:00,95800000,20700000,69500000,62000000
2019-09-04 00:00:00,96500000,15000000,71500000,61000000
2019-09-05 00:00:00,66100000,7700000,90400000,54733333.33
2019-09-06 00:00:00,35700000,5700000,152500000,64633333.33
2019-09-07 00:00:00,117400000,29200000,57600000,68066666.67
2019-09-08 00:00:00,56200000,27900000,33300000,39133333.33
2019-09-09 00:00:00,12100000,300000,76400000,29600000
2019-09-10 00:00:00,11000000,20314814.81,53800000,28371604.94
2019-09-11 00:00:00,54800000,400000,75200000,43466666.67
2019-09-12 00:00:00,38600000,300000,99600000,46166666.67
2019-09-13 00:00:00,44100000,0,158400000,67500000
2019-09-14 00:00:00,100500000,38900000,47100000,62166666.67
2019-09-15 00:00:00,101700000,28600000,72200000,67500000
2019-09-16 00:00:00,71400000,21500000,57300000,50066666.67
2019-09-17 00:00:00,99200000,19800000,96000000,71666666.67
2019-09-18 00:00:00,128600000,52600000,97400000,92866666.67
2019-09-19 00:00:00,79800000,2300000,159100000,80400000
2019-09-20 00:00:00,58200000,800000,193800000,84266666.67
2019-09-21 00:00:00,129300000,32400000,84700000,82133333.33
2019-09-22 00:00:00,115400000,46200000,73800000,78466666.67
